Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,,Los Angeles Metropolitan Area,S.F. Bay Area,Inland Empire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-17,"$550,239","$862,000","$350,000","$308,000","$300,000","$653,000","$220,000","$469,000","$250,000","$200,000","$289,500","$230,000","$211,000","$240,000","$192,500","$492,040","$249,000","$1,315,000","$271,000","$410,000","$243,500","$627,500","$617,000","$673,250","$389,000","$795,000","$460,000","$285,000","$375,000","$342,100","$520,000","$272,500","$605,000","$1,501,680","$331,950","$569,000","$1,480,000","$725,000","$1,200,000","$875,000","$255,000","$211,500","$415,000","$625,000","$290,000","$283,000","$203,000","$225,000","$299,000","$636,500","$453,450","$255,570",,"$488,720","$899,730","$340,710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-17,"$555,410","$900,000","$337,500","$306,500","$310,000","$660,000","$165,000","$499,000","$260,000","$210,000","$302,500","$229,450","$230,000","$259,500","$195,000","$548,220","$274,900","$1,272,500","$300,000","$445,000","$250,100","$482,850","$624,500","$685,000","$380,000","$795,000","$472,000","$297,000","$385,000","$347,000","$535,000","$270,000","$612,750","$1,469,000","$340,000","$556,000","$1,433,750","$767,500","$1,182,500","$860,000","$269,900","$235,000","$420,000","$627,250","$289,000","$277,000","$187,500","$225,450","$287,000","$637,500","$445,000","$275,470",,"$500,000","$950,000","$345,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-17,"$549,460","$875,500","$320,000","$299,900","$324,500","$633,250","$204,900","$480,500","$258,000","$205,000","$307,500","$235,000","$222,000","$265,000","$171,000","$566,240","$279,250","$1,224,000","$262,500","$370,000","$260,000","$578,000","$629,000","$695,000","$398,500","$785,000","$453,000","$325,000","$385,500","$353,000","$535,000","$266,250","$613,000","$1,428,000","$350,000","$590,000","$1,500,000","$611,000","$1,165,000","$815,000","$255,000","$215,000","$420,000","$645,000","$297,000","$280,300","$206,750","$219,950","$292,500","$648,500","$426,750","$266,890",,"$508,810","$898,880","$344,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-17,"$565,330","$867,500","$334,500","$291,000","$345,000","$627,860","$214,950","$485,000","$259,000","$225,000","$316,750","$235,100","$225,000","$241,500","$215,000","$570,720","$263,500","$1,207,120","$280,000","$402,500","$250,000","$386,500","$580,500","$654,000","$375,000","$789,000","$462,000","$325,000","$388,500","$348,000","$600,000","$269,950","$605,000","$1,380,000","$355,000","$599,000","$1,375,000","$631,000","$1,150,000","$825,000","$252,450","$212,000","$410,000","$625,500","$294,290","$289,000","$225,000","$224,900","$292,000","$640,000","$445,000","$265,000",,"$499,970","$856,200","$341,340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-17,"$555,410","$853,000","$315,000","$311,900","$340,000","$605,000","$224,300","$449,950","$265,000","$207,500","$325,000","$234,700","$223,000","$234,250","$145,500","$606,110","$269,900","$1,250,000","$299,000","$419,000","$260,000","$632,500","$569,900","$632,500","$410,000","$799,000","$450,000","$275,000","$385,700","$347,750","$508,500","$279,000","$605,000","$1,350,000","$355,000","$607,500","$1,400,500","$707,000","$1,180,000","$845,000","$244,900","$187,500","$422,500","$620,000","$295,000","$275,000","$191,750","$229,950","$282,000","$609,000","$432,000","$274,900",,"$491,130","$813,520","$338,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-17,"$546,430","$862,450","$309,000","$307,700","$298,000","$615,000","$220,000","$445,000","$254,950","$215,000","$305,450","$229,500","$213,500","$257,500","$160,000","$580,360","$251,980","$1,252,500","$275,000","$405,000","$250,000","$715,000","$575,000","$649,000","$388,500","$786,000","$455,000","$320,000","$382,500","$349,900","$545,000","$274,450","$603,000","$1,594,000","$340,000","$560,000","$1,522,500","$653,000","$1,242,500","$867,000","$255,000","$217,500","$415,000","$645,000","$295,000","$285,000","$210,000","$225,000","$266,000","$635,000","$445,500","$271,950",,"$492,340","$892,720","$342,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-17,"$546,820","$880,000","$348,950","$315,000","$318,000","$615,000","$214,000","$470,000","$264,000","$232,000","$310,000","$235,000","$230,000","$262,000","$189,000","$530,920","$245,000","$1,230,000","$250,000","$374,500","$255,000","$400,000","$618,120","$682,000","$405,750","$785,000","$450,000","$302,000","$383,000","$349,900","$649,880","$280,000","$619,900","$1,500,000","$360,500","$615,000","$1,486,000","$742,000","$1,282,500","$870,000","$250,000","$189,500","$410,000","$655,000","$298,750","$270,000","$224,500","$215,000","$325,000","$640,000","$440,000","$285,000",,"$500,500","$900,000","$340,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-17,"$546,550","$862,000","$305,000","$304,000","$285,000","$600,000","$251,500","$450,000","$259,750","$230,000","$319,500","$233,000","$225,000","$269,500","$175,000","$577,690","$239,000","$1,268,900","$310,000","$409,500","$239,900","$515,000","$614,000","$688,000","$393,500","$785,500","$451,500","$256,000","$385,000","$350,000","$537,000","$278,000","$605,000","$1,475,000","$349,720","$590,000","$1,500,000","$730,000","$1,300,000","$831,000","$258,250","$192,500","$416,000","$670,000","$300,000","$270,000","$190,000","$219,500","$269,900","$645,000","$420,000","$241,000",,"$495,000","$882,000","$342,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-18,"$527,780","$840,000","$330,000","$314,750","$306,500","$555,000","$198,500","$480,000","$245,450","$228,500","$300,000","$225,500","$238,000","$279,000","$217,750","$564,100","$275,000","$1,317,500","$276,500","$425,000","$257,000","$480,000","$571,500","$662,000","$382,000","$780,000","$446,000","$265,950","$397,250","$350,000","$555,000","$277,000","$590,000","$1,330,000","$350,000","$565,000","$1,437,500","$567,000","$1,170,000","$790,000","$249,000","$193,000","$425,000","$670,000","$295,000","$284,200","$227,500","$215,730","$265,000","$660,720","$383,000","$265,360",,"$490,000","$800,000","$350,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-18,"$522,440","$832,000","$318,500","$297,000","$311,500","$610,000","$216,500","$468,000","$266,440","$219,600","$291,700","$237,000","$215,000","$234,500","$280,000","$527,280","$255,000","$1,371,000","$357,000","$420,000","$267,850","$830,000","$590,000","$713,500","$400,000","$805,380","$472,370","$261,500","$396,250","$350,000","$545,000","$278,000","$605,000","$1,730,000","$365,000","$605,000","$1,610,000","$755,000","$1,383,500","$800,000","$255,000","$200,000","$430,000","$689,000","$300,000","$283,500","$189,000","$225,000","$274,000","$609,000","$397,500","$269,000",,"$498,000","$875,000","$350,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-18,"$564,830","$955,000","$340,000","$315,000","$325,000","$655,000","$200,000","$510,000","$264,950","$244,500","$313,500","$232,500","$238,000","$280,000","$135,000","$528,980","$265,000","$1,392,500","$279,500","$379,000","$257,500","$780,000","$625,000","$675,000","$430,000","$824,450","$475,500","$353,000","$398,000","$365,000","$586,670","$280,000","$625,400","$1,680,000","$370,000","$610,000","$1,615,000","$625,000","$1,454,500","$910,000","$242,500","$226,350","$445,000","$685,000","$308,000","$281,000","$222,500","$232,500","$292,500","$638,500","$422,500","$277,900",,"$515,000","$980,000","$351,450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-18,"$584,460","$969,300","$335,000","$316,000","$340,000","$689,660","$239,000","$499,999","$260,000","$215,000","$309,000","$235,000","$235,000","$285,000","$155,500","$528,540","$244,000","$1,385,000","$344,850","$430,000","$259,000","$520,000","$607,750","$682,500","$408,738","$818,000","$489,000","$280,250","$400,000","$369,000","$569,217","$289,900","$635,000","$1,650,000","$374,990","$597,505","$1,770,000","$650,000","$1,425,000","$899,000","$258,950","$217,250","$447,500","$685,000","$306,000","$280,000","$210,000","$229,250","$305,000","$665,000","$495,000","$285,000",,"$515,000","$1,025,890","$360,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-18,"$600,860","$1,025,000","$331,500","$324,100","$329,000","$687,500","$214,000","$552,000","$279,980","$230,000","$314,900","$247,750","$235,000","$263,400","$215,000","$536,940","$259,000","$1,415,000","$324,500","$420,000","$262,000","$852,500","$677,000","$702,500","$404,000","$838,000","$499,650","$310,000","$409,925","$375,000","$579,900","$285,000","$640,000","$1,620,000","$367,855","$638,660","$1,600,000","$680,000","$1,400,000","$865,000","$264,000","$210,000","$451,000","$698,500","$325,000","$281,000","$197,500","$234,950","$300,000","$670,000","$476,500","$297,500",,"$530,000","$1,050,000","$360,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-18,"$602,760","$1,015,000",NA,"$323,000","$313,000","$702,373","$312,500","$525,000","$275,500","$227,710","$331,250","$245,000","$245,000","$298,800","$212,000","$586,090","$268,000","$1,415,000","$311,000","$449,000","$275,000","$570,000","$632,500","$740,000","$452,000","$835,500","$510,000","$290,000","$405,000","$375,000","$570,400","$293,250","$650,000","$1,620,000","$377,150","$612,500","$1,650,500","$753,750","$1,400,000","$925,000","$281,500","$187,500","$450,000","$705,000","$320,000","$315,000","$234,900","$234,500","$318,500","$675,000","$450,000","$292,500",,"$539,000","$1,045,000","$360,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-18,"$591,460","$970,000",NA,"$315,000","$330,000","$680,000","$210,000","$504,000","$280,000","$235,000","$310,000","$250,000","$224,975","$249,950","$185,000","$597,520","$250,000","$1,325,000","$325,500","$393,750","$267,450","$899,500","$655,500","$727,000","$419,500","$829,000","$495,000","$290,000","$408,000","$370,000","$626,500","$292,000","$650,000","$1,650,000","$370,000","$650,000","$1,610,000","$550,000","$1,351,000","$898,000","$280,000","$223,000","$454,000","$650,000","$325,000","$294,500","$223,000","$239,000","$315,000","$662,360","$430,000","$289,000",,"$535,000","$980,000","$365,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-18,"$596,410","$960,000",NA,"$315,000","$340,000","$650,000","$249,900","$480,000","$280,000","$225,500","$315,000","$247,000","$227,750","$265,000","$192,500","$607,490","$254,900","$1,222,500","$315,000","$430,000","$288,396","$880,000","$599,000","$752,500","$420,000","$838,500","$475,000","$292,250","$400,750","$369,950","$575,000","$290,000","$660,000","$1,550,000","$380,000","$630,000","$1,500,000","$572,500","$1,295,000","$917,500","$286,000","$216,000","$455,000","$670,000","$319,900","$310,000","$208,500","$239,000","$331,365","$660,000","$450,000","$269,000",,"$525,000","$935,000","$356,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-18,"$578,850","$900,000",NA,"$320,000","$328,000","$650,000","$205,000","$465,000","$267,000","$227,500","$315,000","$241,000","$239,950","$288,000","$159,450","$634,680","$282,500","$1,395,000","$299,000","$433,500","$280,000","$622,500","$624,000","$685,000","$445,000","$825,000","$475,000","$265,000","$405,950","$372,000","$562,000","$300,000","$640,000","$1,507,500","$360,000","$639,000","$1,600,000","$677,500","$1,250,000","$910,500","$255,000","$205,000","$451,500","$654,500","$315,000","$290,000","$228,000","$240,000","$291,400","$673,750","$470,000","$257,500",,"$520,000","$930,000","$368,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-18,"$572,000","$900,000",NA,"$318,000","$302,500","$657,000","$223,000","$500,000","$272,000","$253,000","$315,000","$240,000","$229,000","$265,250","$148,000","$614,500","$254,950","$1,450,000","$305,500","$420,000","$271,850","$599,900","$620,000","$709,500","$401,500","$810,000","$470,000","$310,000","$400,000","$360,000","$597,000","$289,000","$635,500","$1,600,000","$369,200","$586,000","$1,588,000","$659,000","$1,290,000","$885,000","$261,000","$181,500","$430,000","$650,000","$319,000","$290,000","$233,250","$232,000","$304,000","$650,000","$443,750","$282,000",,"$516,000","$958,800","$359,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-18,"$554,760","$900,000",NA,"$326,940","$325,000","$641,000","$250,000","$461,750","$265,750","$225,000","$310,000","$235,250","$222,000","$255,000","$184,000","$553,940","$265,000","$1,172,944","$355,000","$414,000","$261,930","$725,000","$630,000","$683,500","$399,000","$795,000","$461,000","$289,500","$400,000","$365,000","$583,200","$299,450","$626,000","$1,442,500","$365,000","$624,000","$1,500,000","$550,000","$1,250,000","$862,500","$283,000","$226,000","$450,000","$612,500","$310,000","$296,000","$199,000","$237,400","$288,500","$643,740","$429,500","$263,000",,"$512,000","$905,000","$363,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-18,"$557,600","$850,000",NA,"$356,558","$310,000","$612,500","$243,900","$454,500","$266,500","$246,500","$308,000","$242,380","$243,000","$269,000","$208,000","$588,140","$263,000","$1,270,500","$320,000","$424,900","$269,061","$541,000","$590,000","$725,000","$389,950","$785,000","$492,993","$262,950","$398,000","$364,500","$577,000","$295,000","$618,500","$1,500,000","$365,000","$640,000","$1,483,000","$784,540","$1,150,000","$926,000","$267,500","$182,500","$425,000","$639,000","$309,000","$320,000","$255,000","$236,450","$258,950","$640,000","$429,000","$298,000",,"$500,000","$850,000","$359,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
